"method";"niter";"exetime";"timegain";"loglik"
"BL";1035;3,56999999999971;-0,507002801120347;-363,474344991139
"PG";627;7,86000000000058;0,31552162849888;-363,472312980135
"PQ";361;5,3799999999992;0;-363,471869127467
