"alpha";"method";"niter";"exetime";"timegain";"loglik"
0,8;"BL";8451;535,719999999999;0,591297692824608;-12,7554240735042
0,8;"PG";4378;316,1;0,307339449541283;-12,7538778034329
0,8;"PQ";2661;218,950000000001;0;-12,7532600080656
