"alpha";"method";"niter";"exetime";"timegain";"loglik"
1;"BL";2406;462,580000000002;0,717151627826515;-4,64897400554886
1;"PG";1175;225,060000000012;0,418643917177624;-4,61574846405956
1;"PQ";685;130,840000000011;0;-4,60519388823348
