"method";"niter";"exetime";"timegain";"loglik"
"BL";2648;16,2600000000093;0,828413284130649;-480,301444243063
"PG";772;5,13000000000466;0,456140350870425;-479,881030023883
"PQ";411;2,79000000003725;0;-479,832156614822
