"alpha";"method";"niter";"exetime";"timegain";"loglik"
0;"BL";6624;10,2399999999907;0,0126953125004663;-975,421134562151
0;"PG";2251;26,2299999999814;0,614563476935066;-975,309661925064
0;"PQ";794;10,109999999986;0;-975,295693197748
