"alpha";"method";"niter";"exetime";"timegain";"loglik"
0,8;"BL";18890;98,0999999999767;0,679510703363221;-1092,14380998286
0,8;"PG";9356;61,9300000000512;0,492330050055958;-1091,98146851429
0,8;"PQ";5517;31,4400000000605;0;-1091,95930603631
