"alpha";"method";"niter";"exetime";"timegain";"loglik"
1;"BL";19698;118,810000000056;0,659119602727203;-594,25216021185
1;"PG";10014;62,7700000000186;0,354787318783049;-593,974598012858
1;"PQ";5963;40,5;0;-593,933296491612
