"method";"niter";"exetime";"loglik"
"BL";1349;1,47600000002421;-0,0403548471480644
"PG";683;0,589999999920838;-0,0355465126389618
"PQ";400;0,46500000001397;-0,0333047178001937
"NR";13;0,0239999999990687;-0,031743502288556
