"method";"niter";"exetime";"timegain";"loglik"
"BL";183;10,4000000000015;0,594230769230714;-308,541089294588
"PG";102;6,04999999999927;0,302479338842699;-308,536467333665
"PQ";62;4,22000000000116;0;-308,539181025441
