"method";"niter";"exetime";"timegain";"loglik"
"BL";93;10,0800000000017;0,640873015873179;-332,730522159993
"PG";49;5,70999999999913;0,366024518388873;-332,729841826065
"PQ";32;3,61999999999898;0;-332,730651388776
